      5.75000000     -0.24999000     -0.09000000
      5.75000000     -0.15000000     -0.09000000
      5.75000000     -0.15000000     -0.09000000
      5.75000000     -0.24999000     -0.09000000
      5.75000000     -0.05001000     -0.09000000
      5.75000000     -0.05001000     -0.09000000
      5.75000000     -0.15000000     -0.09000000
      5.75000000      0.05001000     -0.09000000
      5.75000000      0.05001000     -0.09000000
      5.75000000     -0.05001000     -0.09000000
      5.75000000      0.15000000     -0.09000000
      5.75000000      0.15000000     -0.09000000
      5.75000000      0.05001000     -0.09000000
      5.75000000      0.24999000     -0.09000000
      5.75000000      0.24999000     -0.09000000
      5.75000000      0.15000000     -0.09000000
      8.15000000     -0.24999000     -0.09000000
      8.15000000     -0.15000000     -0.09000000
      8.15000000     -0.15000000     -0.09000000
      8.15000000     -0.24999000     -0.09000000
      8.15000000     -0.05001000     -0.09000000
      8.15000000     -0.05001000     -0.09000000
      8.15000000     -0.15000000     -0.09000000
      8.15000000      0.05001000     -0.09000000
      8.15000000      0.05001000     -0.09000000
      8.15000000     -0.05001000     -0.09000000
      8.15000000      0.15000000     -0.09000000
      8.15000000      0.15000000     -0.09000000
      8.15000000      0.05001000     -0.09000000
      8.15000000      0.24999000     -0.09000000
      8.15000000      0.24999000     -0.09000000
      8.15000000      0.15000000     -0.09000000
      5.35000000     -0.24999000     -0.11000000
      5.35000000     -0.15000000     -0.11000000
      5.35000000     -0.15000000     -0.11000000
      5.35000000     -0.24999000     -0.11000000
      5.35000000     -0.05001000     -0.11000000
      5.35000000     -0.05001000     -0.11000000
      5.35000000     -0.15000000     -0.11000000
      5.35000000      0.05001000     -0.11000000
      5.35000000      0.05001000     -0.11000000
      5.35000000     -0.05001000     -0.11000000
      5.35000000      0.15000000     -0.11000000
      5.35000000      0.15000000     -0.11000000
      5.35000000      0.05001000     -0.11000000
      5.35000000      0.24999000     -0.11000000
      5.35000000      0.24999000     -0.11000000
      5.35000000      0.15000000     -0.11000000
      8.35000000     -0.24999000     -0.11000000
      8.35000000     -0.15000000     -0.11000000
      8.35000000     -0.15000000     -0.11000000
      8.35000000     -0.24999000     -0.11000000
      8.35000000     -0.05001000     -0.11000000
      8.35000000     -0.05001000     -0.11000000
      8.35000000     -0.15000000     -0.11000000
      8.35000000      0.05001000     -0.11000000
      8.35000000      0.05001000     -0.11000000
      8.35000000     -0.05001000     -0.11000000
      8.35000000      0.15000000     -0.11000000
      8.35000000      0.15000000     -0.11000000
      8.35000000      0.05001000     -0.11000000
      8.35000000      0.24999000     -0.11000000
      8.35000000      0.24999000     -0.11000000
      8.35000000      0.15000000     -0.11000000
      4.95000000     -0.24999000     -0.13000000
