      5.84912718     -0.24999000     -0.07254364
      5.84912718     -0.15000000     -0.07254364
      5.84912718     -0.05001000     -0.07254364
      5.84912718      0.05001000     -0.07254364
      5.84912718      0.15000000     -0.07254364
      5.84912718      0.24999000     -0.07254364
      5.94937656     -0.24999000     -0.07753117
      5.94937656     -0.15000000     -0.07753117
      5.94937656     -0.05001000     -0.07753117
      5.94937656      0.05001000     -0.07753117
      5.94937656      0.15000000     -0.07753117
      5.94937656      0.24999000     -0.07753117
      6.05000000     -0.24999000     -0.08000000
      6.05000000     -0.15000000     -0.08000000
      6.05000000     -0.05001000     -0.08000000
      6.04962594      0.05001000     -0.08251870
      6.05000000      0.15000000     -0.08000000
      6.05000000      0.24999000     -0.08000000
      6.15000000     -0.24999000     -0.08000000
      6.15000000     -0.15000000     -0.08000000
      6.15000000     -0.05001000     -0.08000000
      6.15000000      0.05001000     -0.08000000
      6.15000000      0.15000000     -0.08000000
      6.15000000      0.24999000     -0.08000000
      6.25000000     -0.24999000     -0.08000000
      6.25000000     -0.15000000     -0.08000000
      6.25000000     -0.05001000     -0.08000000
      6.25000000      0.05001000     -0.08000000
      6.25000000      0.15000000     -0.08000000
      6.25000000      0.24999000     -0.08000000
      6.35000000     -0.24999000     -0.08000000
      6.35000000     -0.15000000     -0.08000000
      6.35000000     -0.05001000     -0.08000000
      6.35000000      0.05001000     -0.08000000
      6.35000000      0.15000000     -0.08000000
      6.35000000      0.24999000     -0.08000000
      6.45000000     -0.24999000     -0.08000000
      6.45000000     -0.15000000     -0.08000000
      6.45000000     -0.05001000     -0.08000000
      6.45000000      0.05001000     -0.08000000
      6.45000000      0.15000000     -0.08000000
      6.45000000      0.24999000     -0.08000000
      6.55000000     -0.24999000     -0.08000000
      6.55000000     -0.15000000     -0.08000000
      6.55000000     -0.05001000     -0.08000000
      6.55000000      0.05001000     -0.08000000
      6.55000000      0.15000000     -0.08000000
      6.55000000      0.24999000     -0.08000000
      6.65000000     -0.24999000     -0.08000000
      6.65000000     -0.15000000     -0.08000000
      6.65000000     -0.05001000     -0.08000000
      6.65000000      0.05001000     -0.08000000
      6.65000000      0.15000000     -0.08000000
      6.65000000      0.24999000     -0.08000000
      6.75000000     -0.24999000     -0.08000000
      6.75000000     -0.15000000     -0.08000000
      6.75000000     -0.05001000     -0.08000000
      6.75000000      0.05001000     -0.08000000
      6.75000000      0.15000000     -0.08000000
      6.75000000      0.24999000     -0.08000000
      6.85000000     -0.24999000     -0.08000000
      6.85000000     -0.15000000     -0.08000000
      6.85000000     -0.05001000     -0.08000000
      6.85000000      0.05001000     -0.08000000
      6.85000000      0.15000000     -0.08000000
      6.85000000      0.24999000     -0.08000000
      6.95000000     -0.24999000     -0.08000000
      6.95000000     -0.15000000     -0.08000000
      6.95000000     -0.05001000     -0.08000000
      6.95000000      0.05001000     -0.08000000
      6.95000000      0.15000000     -0.08000000
      6.95000000      0.24999000     -0.08000000
      7.05000000     -0.24999000     -0.08000000
      7.05000000     -0.15000000     -0.08000000
      7.05000000     -0.05001000     -0.08000000
      7.05000000      0.05001000     -0.08000000
      7.05000000      0.15000000     -0.08000000
      7.05000000      0.24999000     -0.08000000
      7.15000000     -0.24999000     -0.08000000
      7.15000000     -0.15000000     -0.08000000
      7.15000000     -0.05001000     -0.08000000
      7.15000000      0.05001000     -0.08000000
      7.15000000      0.15000000     -0.08000000
      7.15000000      0.24999000     -0.08000000
      7.25000000     -0.24999000     -0.08000000
      7.25000000     -0.15000000     -0.08000000
      7.25000000     -0.05001000     -0.08000000
      7.25000000      0.05001000     -0.08000000
      7.25000000      0.15000000     -0.08000000
      7.25000000      0.24999000     -0.08000000
      7.35000000     -0.24999000     -0.08000000
      7.35000000     -0.15000000     -0.08000000
      7.35000000     -0.05001000     -0.08000000
      7.35000000      0.05001000     -0.08000000
      7.35000000      0.15000000     -0.08000000
      7.35000000      0.24999000     -0.08000000
      7.45000000     -0.24999000     -0.08000000
      7.45000000     -0.15000000     -0.08000000
      7.45000000     -0.05001000     -0.08000000
      7.45000000      0.05001000     -0.08000000
      7.45000000      0.15000000     -0.08000000
      7.45000000      0.24999000     -0.08000000
      7.55000000     -0.24999000     -0.08000000
      7.55000000     -0.15000000     -0.08000000
      7.55000000     -0.05001000     -0.08000000
      7.55000000      0.05001000     -0.08000000
      7.55000000      0.15000000     -0.08000000
      7.55000000      0.24999000     -0.08000000
      7.65000000     -0.24999000     -0.08000000
      7.65000000     -0.15000000     -0.08000000
      7.65000000     -0.05001000     -0.08000000
      7.65000000      0.05001000     -0.08000000
      7.65000000      0.15000000     -0.08000000
      7.65000000      0.24999000     -0.08000000
      7.75000000     -0.24999000     -0.08000000
      7.75000000     -0.15000000     -0.08000000
      7.75000000     -0.05001000     -0.08000000
      7.75000000      0.05001000     -0.08000000
      7.75000000      0.15000000     -0.08000000
      7.75000000      0.24999000     -0.08000000
      7.85000000     -0.24999000     -0.08000000
      7.85000000     -0.15000000     -0.08000000
      7.85000000     -0.05001000     -0.08000000
      7.85000000      0.05001000     -0.08000000
      7.85000000      0.15000000     -0.08000000
      7.85000000      0.24999000     -0.08000000
      7.95000000     -0.24999000     -0.08000000
      7.95000000     -0.15000000     -0.08000000
      7.95000000     -0.05001000     -0.08000000
      7.95000000      0.05001000     -0.08000000
      7.95000000      0.15000000     -0.08000000
      7.95000000      0.24999000     -0.08000000
      8.05148515     -0.24999000     -0.07514851
      8.05148515     -0.15000000     -0.07514851
      8.05148515     -0.05001000     -0.07514851
      8.05148515      0.05001000     -0.07514851
      8.05148515      0.15000000     -0.07514851
      8.05148515      0.24999000     -0.07514851
      5.44912718     -0.24999000     -0.09254364
      5.44912718     -0.15000000     -0.09254364
      5.44912718     -0.05001000     -0.09254364
      5.44912718      0.05001000     -0.09254364
      5.44912718      0.15000000     -0.09254364
      5.44912718      0.24999000     -0.09254364
      5.54937656     -0.24999000     -0.09753117
      5.54937656     -0.15000000     -0.09753117
      5.54937656     -0.05001000     -0.09753117
      5.54937656      0.05001000     -0.09753117
      5.54937656      0.15000000     -0.09753117
      5.54937656      0.24999000     -0.09753117
      5.64962594     -0.24999000     -0.10251870
      5.64962594     -0.15000000     -0.10251870
      5.64962594     -0.05001000     -0.10251870
      5.64962594      0.05001000     -0.10251870
      5.64962594      0.15000000     -0.10251870
      5.64962594      0.24999000     -0.10251870
      5.74987531     -0.24999000     -0.10750623
      5.74987531     -0.15000000     -0.10750623
      5.74987531     -0.05001000     -0.10750623
      5.74987531      0.05001000     -0.10750623
      5.74987531      0.15000000     -0.10750623
      5.74987531      0.24999000     -0.10750623
      8.15049505     -0.24999000     -0.10504950
      8.15049505     -0.15000000     -0.10504950
      8.15049505     -0.05001000     -0.10504950
      8.15049505      0.05001000     -0.10504950
      8.15049505      0.15000000     -0.10504950
      8.15049505      0.24999000     -0.10504950
      8.25148515     -0.24999000     -0.09514851
      8.25148515     -0.15000000     -0.09514851
      8.25148515     -0.05001000     -0.09514851
      8.25148515      0.05001000     -0.09514850
      8.25148515      0.15000000     -0.09514850
      8.25148515      0.24999000     -0.09514850
      5.04912718     -0.24999000     -0.11254365
      5.04912718     -0.15000000     -0.11254365
      5.04912718     -0.05001000     -0.11254365
      5.04912718      0.05001000     -0.11254365
      5.04912718      0.15000000     -0.11254365
      5.04912718      0.24999000     -0.11254365
      5.14937656     -0.24999000     -0.11753118
      5.14937656     -0.15000000     -0.11753118
      5.14937656     -0.05001000     -0.11753118
      5.14937656      0.05001000     -0.11753118
      5.14937656      0.15000000     -0.11753118
      5.14937656      0.24999000     -0.11753118
      5.24962594     -0.24999000     -0.12251871
      5.24962594     -0.15000000     -0.12251871
      5.24962594     -0.05001000     -0.12251871
      5.24962594      0.05001000     -0.12251871
      5.24962594      0.15000000     -0.12251871
