     31.53771356     13.98679736
    107.89155335     17.23928836
    210.80221847     18.92586330
    340.27062182     20.17964483
    496.29676341     21.18074663
    678.88064325     22.01640993
    888.02226133     22.74450478
   1123.72161765     23.40622127
   1385.97871221     24.03138765
   1674.79263210     24.64427472
   1976.88587756     25.24613241
   2265.70071036     25.81317789
   2527.95780493     26.33813155
   2763.65716125     26.82817189
   2972.79877932     27.27650354
   3155.38265916     27.66002744
   3311.40880076     27.95665857
   3440.87720411     28.18117582
   3543.78786922     28.35633298
   3620.14079609     28.48646892
   3682.86931385     28.59585002
   3758.18516428     28.73333777
   3859.36676005     28.92162442
   3986.41501408     29.00226430
   4139.32901344     29.00600809
   4318.10875814     29.00616295
   4522.75516110     29.00617904
   4753.26730939     29.00617449
   5009.64520302     29.00616536
   5291.88975491     29.00615754
   5600.00005214     29.00616607
   5933.97609470     29.00617407
   6293.81879552     29.00616992
   6679.52724167     29.00617642
   7091.10143316     29.00618333
   7531.58504327     29.00618992
   7988.04474286     29.00618173
   8444.50444245     29.00618030
   8900.96414205     29.00618029
   9357.42384164     29.00618029
   9813.88354123     29.00618027
  10270.34324082     29.00616278
  10726.80294042     29.00543602
  11183.26264001     29.00239465
  11639.72233960     29.00042520
  12096.18203919     29.00033788
  12552.64173878     29.00139658
  13009.10143838     29.00309943
  13465.56113797     29.00508343
  13922.02083756     29.00710202
  14378.48053715     29.00900490
  14834.94023674     29.01071887
  15291.39993634     29.01222531
  15747.85963593     29.01353870
  16204.31933552     29.01469364
  16660.77903511     29.01574198
  17117.23873471     29.01675803
  17573.69843430     29.01792846
  18030.15813389     29.01986111
